,sectorID,description
0,1,Electric Utility
1,1,Electric Utility
2,1,Electric Utility
3,1,Electric Utility
4,1,Electric Utility
5,1,Electric Utility
6,1,Electric Utility
7,1,Electric Utility
8,1,Electric Utility
9,1,Electric Utility
10,1,Electric Utility
11,1,Electric Utility
12,1,Electric Utility
13,1,Electric Utility
