period,stateid,stateDescription,sectorid,sectorName,sales,sales-units,sector
2021-06-01,OH,Ohio,RES,residential,4634.21349,million kilowatt hours,RES
2021-05-01,OH,Ohio,RES,residential,3556.957,million kilowatt hours,RES
2021-04-01,OH,Ohio,RES,residential,3421.18931,million kilowatt hours,RES
2021-03-01,OH,Ohio,RES,residential,4102.8248,million kilowatt hours,RES
2021-02-01,OH,Ohio,RES,residential,5062.77565,million kilowatt hours,RES
2021-01-01,OH,Ohio,RES,residential,5221.73307,million kilowatt hours,RES
2020-12-01,OH,Ohio,RES,residential,4962.50976,million kilowatt hours,RES
2020-11-01,OH,Ohio,RES,residential,3595.28166,million kilowatt hours,RES
2020-10-01,OH,Ohio,RES,residential,3485.84825,million kilowatt hours,RES
2020-09-01,OH,Ohio,RES,residential,4042.59775,million kilowatt hours,RES
2020-08-01,OH,Ohio,RES,residential,5299.60404,million kilowatt hours,RES
2020-07-01,OH,Ohio,RES,residential,6109.66929,million kilowatt hours,RES
2020-06-01,OH,Ohio,RES,residential,4604.7729,million kilowatt hours,RES
2020-05-01,OH,Ohio,RES,residential,3695.77475,million kilowatt hours,RES
2020-04-01,OH,Ohio,RES,residential,3608.28517,million kilowatt hours,RES
2020-03-01,OH,Ohio,RES,residential,3793.78028,million kilowatt hours,RES
2020-02-01,OH,Ohio,RES,residential,4605.23602,million kilowatt hours,RES
2020-01-01,OH,Ohio,RES,residential,4749.41013,million kilowatt hours,RES
2019-12-01,OH,Ohio,RES,residential,4678.57469,million kilowatt hours,RES
2019-11-01,OH,Ohio,RES,residential,3967.50936,million kilowatt hours,RES
2019-10-01,OH,Ohio,RES,residential,3442.82514,million kilowatt hours,RES
2019-09-01,OH,Ohio,RES,residential,4331.73615,million kilowatt hours,RES
2019-08-01,OH,Ohio,RES,residential,5074.13915,million kilowatt hours,RES
2019-07-01,OH,Ohio,RES,residential,5804.00144,million kilowatt hours,RES
2019-06-01,OH,Ohio,RES,residential,3995.41517,million kilowatt hours,RES
2019-05-01,OH,Ohio,RES,residential,3295.59049,million kilowatt hours,RES
2019-04-01,OH,Ohio,RES,residential,3262.67342,million kilowatt hours,RES
2019-03-01,OH,Ohio,RES,residential,4569.21719,million kilowatt hours,RES
2019-02-01,OH,Ohio,RES,residential,4559.70173,million kilowatt hours,RES
2019-01-01,OH,Ohio,RES,residential,5244.71308,million kilowatt hours,RES
